date,month_num,cluster_id,recent_cases,total_cases,cases,location,latitude,longitude,source_file,source_folder
2013-05-23,5.0,9.0,,14.0,1.0,sims avenue,1.3158597,103.8867148,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,10.0,,14.0,12.0,pasir ris street 51,1.3685342,103.9517782,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,10.0,,14.0,1.0,pasir ris street 51 (block 566),1.369114,103.949795,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,10.0,,14.0,1.0,pasir ris street 51 (block 567),1.369295,103.94915,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,11.0,,13.0,1.0,tampines avenue 8 (block 891),1.3491298,103.9310667,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,11.0,,13.0,2.0,tampines avenue 8 (block 892a),1.348862,103.92954,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,11.0,,13.0,1.0,tampines avenue 8 (block 893),1.348515,103.930131,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,11.0,,13.0,5.0,tampines street 81 (block 894),1.348652,103.9318953,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,11.0,,13.0,1.0,tampines street 81 (block 894a),1.347971,103.9318569,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,11.0,,13.0,2.0,tampines street 81 (block 895),1.347751,103.931698,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,11.0,,13.0,1.0,tampines street 81 (block 896),1.3487291,103.9332923,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,12.0,,12.0,1.0,choa chu kang street 52 (block 541),1.3930903,103.7441766,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,12.0,,12.0,2.0,choa chu kang street 52 (block 545),1.3933874,103.7434722,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,12.0,,12.0,3.0,choa chu kang street 52 (block 547),1.393269,103.742366,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,12.0,,12.0,2.0,choa chu kang street 52 (block 548),1.393597,103.741962,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,12.0,,12.0,1.0,choa chu kang street 52 (block 549),1.393618,103.742559,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,12.0,,12.0,1.0,choa chu kang street 52 (block 550),1.3939729,103.742738,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,12.0,,12.0,1.0,choa chu kang street 51 (block 527),1.391842,103.7413714,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,12.0,,12.0,1.0,choa chu kang street 51 (block 529),1.392233,103.742034,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,13.0,,12.0,10.0,king's road,1.3190851,103.8071254,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,13.0,,12.0,2.0,king's close,1.3176655,103.8032474,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,14.0,,10.0,1.0,hougang avenue 6 (block 522),1.373466,103.891682,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,14.0,,10.0,1.0,hougang avenue 6 (block 528),1.375183,103.890502,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,14.0,,10.0,5.0,hougang avenue 6 (block 533),1.3758848,103.8910807,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,14.0,,10.0,3.0,hougang avenue 8 (block 541),1.3774647,103.8913506,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,15.0,,9.0,9.0,farrer road,1.317319,103.807431,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,16.0,,8.0,1.0,chiltern drive,1.3487721,103.8634687,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,16.0,,8.0,3.0,jalan girang,1.3482721,103.8671058,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,16.0,,8.0,1.0,jalan riang,1.346885,103.866479,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,16.0,,8.0,2.0,jalan sukachita,1.3481787,103.867327,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,16.0,,8.0,1.0,melrose drive,1.3485742,103.8658075,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,17.0,,8.0,2.0,hougang avenue 8 (block 619),1.3699038,103.8837081,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,17.0,,8.0,1.0,hougang avenue 8 (block 625),1.3701505,103.8815849,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,17.0,,8.0,2.0,hougang avenue 8 (block 627),1.3694232,103.8819591,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,17.0,,8.0,1.0,hougang avenue 8 (block 628),1.3696042,103.8807854,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,17.0,,8.0,1.0,hougang avenue 8 (block 630),1.370444,103.8801958,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,17.0,,8.0,1.0,hougang avenue 8 (block 631),1.3707092,103.8814312,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,18.0,,7.0,1.0,ah hood road,1.3276953,103.8467397,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,18.0,,7.0,1.0,jalan dusun (block 102),1.3279757,103.8442992,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,18.0,,7.0,2.0,jalan dusun (block 106),1.3286041,103.8445356,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,18.0,,7.0,2.0,jalan dusun,1.3280485,103.8438784,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,18.0,,7.0,1.0,jalan raja udang,1.327594,103.8422869,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,19.0,,7.0,1.0,choa chu kang street 52 (block 562),1.396338,103.7457979,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,19.0,,7.0,1.0,choa chu kang street 52 (block 565),1.394882,103.745287,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,19.0,,7.0,1.0,choa chu kang north 6 (block 553),1.3957862,103.7433122,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,19.0,,7.0,1.0,choa chu kang north 6 (block 556),1.3957299,103.7437139,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,19.0,,7.0,3.0,choa chu kang north 6 (block 557),1.395502,103.74417,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,20.0,,7.0,1.0,jurong west street 52 (block 514),1.346709,103.719864,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,20.0,,7.0,1.0,jurong west street 52 (block 517),1.345807,103.719694,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,20.0,,7.0,1.0,jurong west street 52 (block 517c),1.344936,103.719972,130523-clusters.csv,incorrect_latitude_longitude
2013-05-23,5.0,20.0,,7.0,1.0,jurong west street 52 (block 517d),1.344927,103.7194109,130523-clusters.csv,incorrect_latitude_longitude
