date,year,month,day,station_id,station,station_name,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,wind_mean_kmh,wind_max_kmh
2016-09-28,2016,9,28,S107,East Coast Parkway,East Coast Park,0.0,29.9,33.7,27.2,9.4,35.3
2016-09-29,2016,9,29,S107,East Coast Parkway,East Coast Park,0.0,29.6,33.1,27.2,8.3,35.6
2016-09-30,2016,9,30,S107,East Coast Parkway,East Coast Park,4.8,28.1,31.2,24.8,9.7,41.8
2016-10-01,2016,10,1,S107,East Coast Parkway,East Coast Park,0.4,27.9,31.4,26.5,10.4,47.9
2016-10-02,2016,10,2,S107,East Coast Parkway,East Coast Park,0.0,29.3,31.0,27.5,14.8,38.9
2016-10-03,2016,10,3,S107,East Coast Parkway,East Coast Park,10.8,28.3,30.3,23.6,13.7,46.4
2016-10-04,2016,10,4,S107,East Coast Parkway,East Coast Park,0.0,28.7,30.3,27.2,9.7,30.2
2016-10-05,2016,10,5,S107,East Coast Parkway,East Coast Park,0.0,29.0,31.2,27.2,10.4,33.1
2016-10-06,2016,10,6,S107,East Coast Parkway,East Coast Park,12.0,28.4,29.7,23.6,9.4,48.6
2016-10-07,2016,10,7,S107,East Coast Parkway,East Coast Park,20.6,26.9,29.2,24.1,10.8,41.0
2016-10-08,2016,10,8,S107,East Coast Parkway,East Coast Park,0.0,28.3,30.9,25.8,10.4,29.5
2016-10-09,2016,10,9,S107,East Coast Parkway,East Coast Park,7.2,28.6,30.7,23.9,10.1,49.3
2016-10-10,2016,10,10,S107,East Coast Parkway,East Coast Park,0.0,29.7,33.0,27.2,9.4,38.5
2016-10-11,2016,10,11,S107,East Coast Parkway,East Coast Park,0.0,30.5,33.4,27.5,8.6,36.0
2016-10-12,2016,10,12,S107,East Coast Parkway,East Coast Park,5.2,29.9,33.3,26.9,9.4,39.6
2016-10-13,2016,10,13,S107,East Coast Parkway,East Coast Park,0.0,29.8,31.2,28.2,9.4,33.5
2016-10-14,2016,10,14,S107,East Coast Parkway,East Coast Park,5.8,28.7,30.4,23.9,14.8,47.5
2016-10-15,2016,10,15,S107,East Coast Parkway,East Coast Park,0.0,29.5,31.0,27.6,13.7,37.8
2016-10-16,2016,10,16,S107,East Coast Parkway,East Coast Park,7.2,28.7,31.6,25.7,14.4,50.4
2016-10-17,2016,10,17,S107,East Coast Parkway,East Coast Park,0.0,29.1,29.8,28.1,13.3,36.0
2016-10-18,2016,10,18,S107,East Coast Parkway,East Coast Park,0.0,29.6,31.1,27.4,13.0,26.6
2016-10-19,2016,10,19,S107,East Coast Parkway,East Coast Park,8.8,28.0,29.7,23.3,11.2,65.5
2016-10-20,2016,10,20,S107,East Coast Parkway,East Coast Park,0.0,29.0,30.6,27.0,9.4,37.8
2016-10-21,2016,10,21,S107,East Coast Parkway,East Coast Park,21.4,29.1,30.8,24.1,10.1,35.3
2016-10-22,2016,10,22,S107,East Coast Parkway,East Coast Park,0.0,29.0,30.7,25.8,8.3,45.7
2016-10-23,2016,10,23,S107,East Coast Parkway,East Coast Park,0.6,28.6,31.2,27.0,5.8,23.0
2016-10-24,2016,10,24,S107,East Coast Parkway,East Coast Park,4.0,27.5,29.8,24.6,7.9,32.0
2016-10-25,2016,10,25,S107,East Coast Parkway,East Coast Park,13.4,27.1,29.5,23.9,9.7,45.4
2016-10-26,2016,10,26,S107,East Coast Parkway,East Coast Park,1.2,27.4,29.8,25.1,10.8,35.3
2016-10-27,2016,10,27,S107,East Coast Parkway,East Coast Park,14.8,26.7,29.3,24.1,5.8,28.4
2016-10-28,2016,10,28,S107,East Coast Parkway,East Coast Park,0.0,27.6,29.7,25.5,5.0,22.0
2016-10-29,2016,10,29,S107,East Coast Parkway,East Coast Park,33.8,27.3,29.3,24.0,9.0,59.4
2016-10-30,2016,10,30,S107,East Coast Parkway,East Coast Park,0.4,27.9,29.4,25.6,10.4,43.2
2016-10-31,2016,10,31,S107,East Coast Parkway,East Coast Park,0.0,28.7,29.9,26.8,10.8,33.8
2016-11-01,2016,11,1,S107,East Coast Parkway,East Coast Park,16.0,27.3,29.4,24.4,6.1,65.2
2016-11-02,2016,11,2,S107,East Coast Parkway,East Coast Park,16.6,27.3,30.7,23.9,7.2,44.6
2016-11-03,2016,11,3,S107,East Coast Parkway,East Coast Park,3.2,27.9,31.0,25.9,8.6,54.0
2016-11-04,2016,11,4,S107,East Coast Parkway,East Coast Park,4.6,28.0,29.8,25.7,8.3,32.0
2016-11-05,2016,11,5,S107,East Coast Parkway,East Coast Park,9.0,27.2,28.6,25.6,9.4,37.8
2016-11-06,2016,11,6,S107,East Coast Parkway,East Coast Park,0.4,28.6,30.8,26.2,9.0,27.4
2016-11-07,2016,11,7,S107,East Coast Parkway,East Coast Park,2.6,27.2,28.4,26.3,8.3,33.5
2016-11-08,2016,11,8,S107,East Coast Parkway,East Coast Park,0.0,28.5,30.9,25.8,6.8,16.9
2016-11-09,2016,11,9,S107,East Coast Parkway,East Coast Park,21.8,27.7,28.9,24.1,7.2,43.6
2016-11-10,2016,11,10,S107,East Coast Parkway,East Coast Park,6.8,27.6,30.4,25.6,8.3,33.8
2016-11-11,2016,11,11,S107,East Coast Parkway,East Coast Park,1.0,27.7,30.1,25.7,6.1,30.2
2016-11-12,2016,11,12,S107,East Coast Parkway,East Coast Park,0.2,28.0,30.4,26.1,6.8,24.5
2016-11-13,2016,11,13,S107,East Coast Parkway,East Coast Park,0.0,28.0,29.8,26.4,7.2,29.9
2016-11-14,2016,11,14,S107,East Coast Parkway,East Coast Park,46.0,26.3,28.2,23.6,6.1,40.3
2016-11-15,2016,11,15,S107,East Coast Parkway,East Coast Park,0.0,28.1,31.7,25.2,6.5,34.2
2016-11-16,2016,11,16,S107,East Coast Parkway,East Coast Park,34.4,26.8,28.8,23.7,8.3,65.9
2016-11-17,2016,11,17,S107,East Coast Parkway,East Coast Park,6.2,27.4,29.5,25.7,6.8,29.5
2016-11-18,2016,11,18,S107,East Coast Parkway,East Coast Park,0.0,28.1,30.8,26.0,6.1,22.0
2016-11-19,2016,11,19,S107,East Coast Parkway,East Coast Park,0.0,28.6,30.7,26.8,6.5,25.9
2016-11-20,2016,11,20,S107,East Coast Parkway,East Coast Park,0.0,28.5,30.7,27.1,7.9,28.8
2016-11-21,2016,11,21,S107,East Coast Parkway,East Coast Park,0.0,28.5,29.6,27.1,11.2,32.8
2016-11-22,2016,11,22,S107,East Coast Parkway,East Coast Park,0.0,28.0,28.9,26.3,10.1,41.8
2016-11-23,2016,11,23,S107,East Coast Parkway,East Coast Park,1.0,27.9,29.4,25.9,14.0,50.4
2016-11-24,2016,11,24,S107,East Coast Parkway,East Coast Park,0.0,27.9,30.0,26.6,10.1,32.4
2016-11-25,2016,11,25,S107,East Coast Parkway,East Coast Park,1.2,28.0,30.7,26.1,7.6,26.6
2016-11-26,2016,11,26,S107,East Coast Parkway,East Coast Park,16.6,27.9,30.5,24.9,6.8,34.2
2016-11-27,2016,11,27,S107,East Coast Parkway,East Coast Park,0.0,27.7,29.6,25.3,7.9,38.5
2016-11-28,2016,11,28,S107,East Coast Parkway,East Coast Park,0.0,28.0,29.9,26.6,7.2,28.8
2016-11-29,2016,11,29,S107,East Coast Parkway,East Coast Park,0.2,27.0,28.4,26.2,6.8,29.5
2016-11-30,2016,11,30,S107,East Coast Parkway,East Coast Park,0.0,28.6,31.9,25.7,8.3,31.7
2016-12-01,2016,12,1,S107,East Coast Parkway,East Coast Park,7.4,26.3,28.4,25.4,6.5,26.6
2016-12-02,2016,12,2,S107,East Coast Parkway,East Coast Park,1.4,27.4,29.9,24.8,10.1,37.4
2016-12-03,2016,12,3,S107,East Coast Parkway,East Coast Park,0.0,27.7,28.9,25.9,6.1,27.7
2016-12-04,2016,12,4,S107,East Coast Parkway,East Coast Park,5.8,28.5,30.8,26.9,7.6,26.6
2016-12-05,2016,12,5,S107,East Coast Parkway,East Coast Park,1.4,28.5,30.3,26.0,8.3,24.8
2016-12-06,2016,12,6,S107,East Coast Parkway,East Coast Park,4.8,28.3,30.5,25.3,7.9,46.8
2016-12-07,2016,12,7,S107,East Coast Parkway,East Coast Park,11.0,28.2,32.2,24.8,7.9,37.4
2016-12-08,2016,12,8,S107,East Coast Parkway,East Coast Park,0.0,28.9,32.3,26.6,7.6,32.8
2016-12-09,2016,12,9,S107,East Coast Parkway,East Coast Park,21.6,27.3,31.0,25.2,5.4,39.6
2016-12-10,2016,12,10,S107,East Coast Parkway,East Coast Park,1.2,28.0,30.7,25.4,5.8,26.3
2016-12-11,2016,12,11,S107,East Coast Parkway,East Coast Park,3.4,27.0,29.7,24.2,7.9,45.4
2016-12-12,2016,12,12,S107,East Coast Parkway,East Coast Park,0.0,28.6,31.5,26.5,10.8,42.8
2016-12-13,2016,12,13,S107,East Coast Parkway,East Coast Park,0.2,28.7,32.7,25.9,6.8,32.4
2016-12-14,2016,12,14,S107,East Coast Parkway,East Coast Park,0.2,28.3,32.1,26.1,7.2,34.9
2016-12-15,2016,12,15,S107,East Coast Parkway,East Coast Park,0.0,29.1,32.0,27.1,7.9,29.2
2016-12-16,2016,12,16,S107,East Coast Parkway,East Coast Park,6.0,28.4,30.3,26.7,7.6,46.1
2016-12-17,2016,12,17,S107,East Coast Parkway,East Coast Park,12.0,27.3,30.5,24.9,8.6,47.2
2016-12-18,2016,12,18,S107,East Coast Parkway,East Coast Park,8.6,27.4,31.6,23.7,7.9,43.6
2016-12-19,2016,12,19,S107,East Coast Parkway,East Coast Park,1.0,28.5,32.0,26.2,9.4,37.8
2016-12-20,2016,12,20,S107,East Coast Parkway,East Coast Park,0.2,28.7,32.3,26.2,11.9,42.1
2016-12-21,2016,12,21,S107,East Coast Parkway,East Coast Park,0.0,28.9,32.4,26.8,8.3,36.7
2016-12-22,2016,12,22,S107,East Coast Parkway,East Coast Park,31.0,27.4,31.1,24.8,6.8,42.5
2016-12-23,2016,12,23,S107,East Coast Parkway,East Coast Park,31.0,27.4,30.8,25.0,6.5,38.9
2016-12-24,2016,12,24,S107,East Coast Parkway,East Coast Park,62.0,26.9,32.1,23.7,7.9,44.6
2016-12-25,2016,12,25,S107,East Coast Parkway,East Coast Park,7.8,27.2,32.3,24.9,7.6,47.2
2016-12-26,2016,12,26,S107,East Coast Parkway,East Coast Park,0.0,27.3,30.2,25.2,8.3,26.6
2016-12-27,2016,12,27,S107,East Coast Parkway,East Coast Park,1.6,26.8,29.7,25.5,9.4,34.9
2016-12-28,2016,12,28,S107,East Coast Parkway,East Coast Park,2.4,26.2,28.6,24.0,9.7,33.1
2016-12-29,2016,12,29,S107,East Coast Parkway,East Coast Park,0.0,27.9,30.6,25.8,9.0,40.0
2016-12-30,2016,12,30,S107,East Coast Parkway,East Coast Park,1.4,27.5,31.5,25.7,8.3,38.9
2016-12-31,2016,12,31,S107,East Coast Parkway,East Coast Park,0.0,27.3,29.3,25.6,6.5,30.2
2017-01-01,2017,1,1,S107,East Coast Parkway,East Coast Park,1.2,27.9,30.5,26.3,8.6,37.8
2017-01-02,2017,1,2,S107,East Coast Parkway,East Coast Park,0.0,27.2,29.6,26.1,6.5,29.5
2017-01-03,2017,1,3,S107,East Coast Parkway,East Coast Park,3.8,27.0,28.8,25.9,6.8,27.0
2017-01-04,2017,1,4,S107,East Coast Parkway,East Coast Park,3.4,27.3,30.6,24.1,8.6,41.8
2017-01-05,2017,1,5,S107,East Coast Parkway,East Coast Park,1.4,28.5,31.7,25.5,7.6,28.8
2017-01-06,2017,1,6,S107,East Coast Parkway,East Coast Park,0.0,28.4,30.3,26.4,7.6,25.2
2017-01-07,2017,1,7,S107,East Coast Parkway,East Coast Park,0.0,28.8,30.7,27.1,9.0,29.2
2017-01-08,2017,1,8,S107,East Coast Parkway,East Coast Park,0.0,28.9,31.8,27.8,9.4,29.2
2017-01-09,2017,1,9,S107,East Coast Parkway,East Coast Park,0.0,28.6,31.9,27.0,9.4,30.2
2017-01-10,2017,1,10,S107,East Coast Parkway,East Coast Park,11.6,28.3,31.6,26.1,9.4,42.1
2017-01-11,2017,1,11,S107,East Coast Parkway,East Coast Park,2.8,27.3,31.5,23.6,9.0,48.2
2017-01-12,2017,1,12,S107,East Coast Parkway,East Coast Park,0.0,28.2,30.7,26.1,7.2,30.6
2017-01-13,2017,1,13,S107,East Coast Parkway,East Coast Park,0.8,27.5,29.9,26.4,7.6,37.4
2017-01-14,2017,1,14,S107,East Coast Parkway,East Coast Park,0.0,27.9,29.9,26.1,8.6,29.2
2017-01-15,2017,1,15,S107,East Coast Parkway,East Coast Park,6.2,27.7,30.7,26.2,7.9,37.4
2017-01-16,2017,1,16,S107,East Coast Parkway,East Coast Park,0.0,27.8,31.1,25.8,8.3,32.4
2017-01-17,2017,1,17,S107,East Coast Parkway,East Coast Park,0.0,27.8,30.5,26.0,7.6,26.6
2017-01-18,2017,1,18,S107,East Coast Parkway,East Coast Park,3.8,27.1,30.7,25.1,9.0,33.8
2017-01-19,2017,1,19,S107,East Coast Parkway,East Coast Park,8.2,27.3,31.4,24.7,6.8,35.3
2017-01-20,2017,1,20,S107,East Coast Parkway,East Coast Park,12.2,26.6,28.1,24.1,7.6,34.2
2017-01-21,2017,1,21,S107,East Coast Parkway,East Coast Park,21.4,27.1,30.5,24.0,9.4,38.5
2017-01-22,2017,1,22,S107,East Coast Parkway,East Coast Park,27.0,27.0,29.7,24.7,10.4,35.3
2017-01-23,2017,1,23,S107,East Coast Parkway,East Coast Park,55.8,25.7,28.0,24.1,8.3,50.8
2017-01-24,2017,1,24,S107,East Coast Parkway,East Coast Park,17.2,24.6,25.1,24.1,7.6,32.0
2017-01-25,2017,1,25,S107,East Coast Parkway,East Coast Park,0.0,26.5,29.2,23.8,9.4,36.7
2017-01-26,2017,1,26,S107,East Coast Parkway,East Coast Park,0.2,27.6,30.6,25.5,9.4,40.0
2017-01-27,2017,1,27,S107,East Coast Parkway,East Coast Park,0.0,27.8,30.2,26.4,14.4,62.3
2017-01-28,2017,1,28,S107,East Coast Parkway,East Coast Park,1.4,26.7,29.3,25.2,10.1,38.5
2017-01-29,2017,1,29,S107,East Coast Parkway,East Coast Park,0.0,26.8,28.7,25.4,8.6,33.1
2017-01-30,2017,1,30,S107,East Coast Parkway,East Coast Park,0.8,26.7,29.2,25.6,9.0,35.3
2017-01-31,2017,1,31,S107,East Coast Parkway,East Coast Park,0.0,27.3,29.7,25.8,11.5,40.7
2017-02-01,2017,2,1,S107,East Coast Parkway,East Coast Park,0.0,27.6,30.4,25.6,10.1,36.0
2017-02-02,2017,2,2,S107,East Coast Parkway,East Coast Park,0.0,27.7,30.3,26.3,6.5,23.8
2017-02-03,2017,2,3,S107,East Coast Parkway,East Coast Park,31.0,27.7,32.4,24.4,7.9,35.3
2017-02-04,2017,2,4,S107,East Coast Parkway,East Coast Park,33.4,27.3,31.7,25.5,7.9,38.5
2017-02-05,2017,2,5,S107,East Coast Parkway,East Coast Park,3.8,27.4,31.8,24.7,9.0,29.5
2017-02-06,2017,2,6,S107,East Coast Parkway,East Coast Park,2.8,27.7,32.7,26.0,9.0,38.9
2017-02-07,2017,2,7,S107,East Coast Parkway,East Coast Park,34.6,26.5,29.7,24.1,7.9,34.9
2017-02-08,2017,2,8,S107,East Coast Parkway,East Coast Park,24.0,26.8,30.6,24.1,7.2,23.8
2017-02-09,2017,2,9,S107,East Coast Parkway,East Coast Park,0.0,28.0,30.8,26.1,9.0,43.2
2017-02-10,2017,2,10,S107,East Coast Parkway,East Coast Park,0.0,27.8,30.6,25.8,14.0,51.1
2017-02-11,2017,2,11,S107,East Coast Parkway,East Coast Park,0.0,27.7,29.9,26.3,17.3,58.3
2017-02-12,2017,2,12,S107,East Coast Parkway,East Coast Park,2.4,26.7,29.1,25.3,14.8,51.1
2017-02-13,2017,2,13,S107,East Coast Parkway,East Coast Park,1.6,27.2,29.3,25.2,14.4,47.9
2017-02-14,2017,2,14,S107,East Coast Parkway,East Coast Park,0.0,27.1,29.1,25.3,16.9,49.7
2017-02-15,2017,2,15,S107,East Coast Parkway,East Coast Park,13.0,26.2,29.7,23.3,13.0,48.2
2017-02-16,2017,2,16,S107,East Coast Parkway,East Coast Park,0.2,27.1,29.5,25.6,13.3,43.2
2017-02-17,2017,2,17,S107,East Coast Parkway,East Coast Park,0.0,27.4,30.1,25.7,13.7,50.0
2017-02-18,2017,2,18,S107,East Coast Parkway,East Coast Park,0.0,27.5,29.8,26.1,13.7,39.2
2017-02-19,2017,2,19,S107,East Coast Parkway,East Coast Park,0.0,27.9,30.5,26.4,15.1,42.8
2017-02-20,2017,2,20,S107,East Coast Parkway,East Coast Park,0.0,28.1,30.9,26.1,13.0,41.4
2017-02-21,2017,2,21,S107,East Coast Parkway,East Coast Park,0.2,28.1,31.0,26.1,10.4,42.5
2017-02-22,2017,2,22,S107,East Coast Parkway,East Coast Park,0.0,27.9,30.4,26.3,7.2,31.3
2017-02-23,2017,2,23,S107,East Coast Parkway,East Coast Park,4.0,27.3,29.2,24.9,9.0,37.1
2017-02-24,2017,2,24,S107,East Coast Parkway,East Coast Park,53.4,25.6,28.2,24.2,9.0,37.8
2017-02-25,2017,2,25,S107,East Coast Parkway,East Coast Park,0.2,27.4,30.7,24.6,7.9,34.2
2017-02-26,2017,2,26,S107,East Coast Parkway,East Coast Park,0.0,27.9,30.8,26.3,10.1,45.0
2017-02-27,2017,2,27,S107,East Coast Parkway,East Coast Park,0.0,27.7,30.2,25.7,10.4,37.1
2017-02-28,2017,2,28,S107,East Coast Parkway,East Coast Park,15.2,27.6,29.8,25.5,11.9,45.7
2017-03-01,2017,3,1,S107,East Coast Parkway,East Coast Park,43.8,25.7,27.6,23.5,10.4,35.3
2017-03-02,2017,3,2,S107,East Coast Parkway,East Coast Park,0.2,27.4,30.0,25.4,11.5,40.0
2017-03-03,2017,3,3,S107,East Coast Parkway,East Coast Park,5.2,27.2,29.8,24.3,12.2,38.5
2017-03-04,2017,3,4,S107,East Coast Parkway,East Coast Park,2.8,26.2,28.2,25.0,6.8,33.8
2017-03-05,2017,3,5,S107,East Coast Parkway,East Coast Park,0.8,27.6,30.4,25.6,10.8,37.8
2017-03-06,2017,3,6,S107,East Coast Parkway,East Coast Park,0.6,27.6,31.2,25.5,9.4,44.6
2017-03-07,2017,3,7,S107,East Coast Parkway,East Coast Park,6.2,27.2,29.0,25.5,8.6,33.8
2017-03-08,2017,3,8,S107,East Coast Parkway,East Coast Park,0.0,27.7,30.8,26.0,10.4,40.3
2017-03-09,2017,3,9,S107,East Coast Parkway,East Coast Park,0.0,27.5,30.8,25.4,13.0,36.4
2017-03-10,2017,3,10,S107,East Coast Parkway,East Coast Park,0.0,27.4,30.3,25.4,10.1,35.6
2017-03-11,2017,3,11,S107,East Coast Parkway,East Coast Park,0.0,28.2,31.6,25.9,9.0,35.6
2017-03-12,2017,3,12,S107,East Coast Parkway,East Coast Park,0.0,27.2,29.1,25.7,6.5,27.4
2017-03-13,2017,3,13,S107,East Coast Parkway,East Coast Park,0.0,27.9,30.4,26.4,8.6,38.2
2017-03-14,2017,3,14,S107,East Coast Parkway,East Coast Park,1.0,27.1,30.4,24.8,11.5,37.1
2017-03-15,2017,3,15,S107,East Coast Parkway,East Coast Park,0.0,28.2,30.1,26.3,7.9,25.2
2017-03-16,2017,3,16,S107,East Coast Parkway,East Coast Park,0.0,28.0,29.0,26.4,12.6,34.9
2017-03-17,2017,3,17,S107,East Coast Parkway,East Coast Park,8.0,27.7,29.8,25.0,7.2,31.0
2017-03-18,2017,3,18,S107,East Coast Parkway,East Coast Park,0.0,28.1,30.2,26.4,10.4,35.3
2017-03-19,2017,3,19,S107,East Coast Parkway,East Coast Park,0.0,28.4,29.8,26.4,9.0,27.0
2017-03-20,2017,3,20,S107,East Coast Parkway,East Coast Park,16.4,27.5,29.4,24.4,5.8,30.2
2017-03-21,2017,3,21,S107,East Coast Parkway,East Coast Park,1.0,28.0,30.6,26.4,7.9,28.1
2017-03-22,2017,3,22,S107,East Coast Parkway,East Coast Park,1.4,28.3,31.9,26.2,8.6,37.4
2017-03-23,2017,3,23,S107,East Coast Parkway,East Coast Park,0.0,28.7,31.7,26.8,9.4,28.8
2017-03-24,2017,3,24,S107,East Coast Parkway,East Coast Park,2.8,28.2,30.0,25.5,9.0,33.1
2017-03-25,2017,3,25,S107,East Coast Parkway,East Coast Park,2.0,28.5,31.6,25.7,8.3,29.5
2017-03-26,2017,3,26,S107,East Coast Parkway,East Coast Park,0.2,29.1,32.4,27.1,7.9,34.2
2017-03-27,2017,3,27,S107,East Coast Parkway,East Coast Park,0.0,28.9,31.4,26.1,7.9,36.0
2017-03-28,2017,3,28,S107,East Coast Parkway,East Coast Park,10.6,27.4,28.9,24.6,6.8,36.0
2017-03-29,2017,3,29,S107,East Coast Parkway,East Coast Park,0.0,27.8,29.9,26.3,5.4,28.8
2017-03-30,2017,3,30,S107,East Coast Parkway,East Coast Park,42.0,26.5,30.7,23.9,7.2,42.8
2017-03-31,2017,3,31,S107,East Coast Parkway,East Coast Park,0.0,27.6,29.6,25.7,6.1,24.8
2017-04-01,2017,4,1,S107,East Coast Parkway,East Coast Park,14.8,27.1,31.2,24.5,6.5,64.1
2017-04-02,2017,4,2,S107,East Coast Parkway,East Coast Park,11.2,27.4,29.6,25.5,10.1,33.5
2017-04-03,2017,4,3,S107,East Coast Parkway,East Coast Park,33.4,28.0,30.3,24.3,6.8,27.7
2017-04-04,2017,4,4,S107,East Coast Parkway,East Coast Park,1.0,28.6,32.5,25.4,10.8,40.7
2017-04-05,2017,4,5,S107,East Coast Parkway,East Coast Park,0.0,29.1,32.1,27.0,11.5,35.3
2017-04-06,2017,4,6,S107,East Coast Parkway,East Coast Park,0.0,29.4,32.2,27.8,8.6,26.6
2017-04-07,2017,4,7,S107,East Coast Parkway,East Coast Park,9.6,27.9,31.6,24.1,10.4,45.0
2017-04-08,2017,4,8,S107,East Coast Parkway,East Coast Park,3.6,27.5,28.9,26.0,5.8,36.4
2017-04-09,2017,4,9,S107,East Coast Parkway,East Coast Park,0.0,28.1,30.3,26.2,7.2,26.3
2017-04-10,2017,4,10,S107,East Coast Parkway,East Coast Park,0.0,27.9,28.9,27.0,8.6,28.1
2017-04-11,2017,4,11,S107,East Coast Parkway,East Coast Park,5.2,28.7,30.5,26.2,9.4,37.4
2017-04-12,2017,4,12,S107,East Coast Parkway,East Coast Park,7.0,28.1,30.0,24.7,8.3,43.9
2017-04-13,2017,4,13,S107,East Coast Parkway,East Coast Park,0.6,27.7,29.1,25.9,9.0,30.2
2017-04-14,2017,4,14,S107,East Coast Parkway,East Coast Park,0.0,28.3,30.6,26.2,7.9,28.4
2017-04-15,2017,4,15,S107,East Coast Parkway,East Coast Park,0.4,29.0,32.4,26.6,7.2,29.2
2017-04-16,2017,4,16,S107,East Coast Parkway,East Coast Park,0.0,28.6,30.0,26.9,6.8,24.8
2017-04-17,2017,4,17,S107,East Coast Parkway,East Coast Park,0.0,29.3,30.5,28.0,9.0,29.9
2017-04-18,2017,4,18,S107,East Coast Parkway,East Coast Park,39.0,27.6,30.2,23.8,7.6,37.1
2017-04-19,2017,4,19,S107,East Coast Parkway,East Coast Park,0.0,28.2,30.4,25.2,6.8,72.0
2017-04-20,2017,4,20,S107,East Coast Parkway,East Coast Park,0.0,28.6,30.5,27.4,6.8,30.6
2017-04-21,2017,4,21,S107,East Coast Parkway,East Coast Park,35.4,28.0,30.4,23.9,10.1,51.1
2017-04-22,2017,4,22,S107,East Coast Parkway,East Coast Park,0.4,28.8,30.7,26.5,8.3,40.3
2017-04-23,2017,4,23,S107,East Coast Parkway,East Coast Park,0.0,28.9,30.3,27.1,8.6,27.4
2017-04-24,2017,4,24,S107,East Coast Parkway,East Coast Park,33.8,28.1,30.3,24.8,7.6,31.0
2017-04-25,2017,4,25,S107,East Coast Parkway,East Coast Park,5.4,27.5,30.2,26.1,5.8,31.0
2017-04-26,2017,4,26,S107,East Coast Parkway,East Coast Park,8.6,27.8,29.0,25.2,9.4,36.4
2017-04-27,2017,4,27,S107,East Coast Parkway,East Coast Park,0.0,28.0,29.4,26.1,10.8,41.0
2017-04-28,2017,4,28,S107,East Coast Parkway,East Coast Park,21.4,27.4,30.0,23.7,10.1,36.7
2017-04-29,2017,4,29,S107,East Coast Parkway,East Coast Park,0.0,28.1,29.2,27.0,6.5,26.3
2017-04-30,2017,4,30,S107,East Coast Parkway,East Coast Park,0.0,29.0,31.0,27.1,11.9,34.2
2017-05-01,2017,5,1,S107,East Coast Parkway,East Coast Park,0.0,29.1,30.4,27.4,8.6,26.6
2017-05-02,2017,5,2,S107,East Coast Parkway,East Coast Park,0.0,28.5,29.8,26.4,9.0,56.5
2017-05-03,2017,5,3,S107,East Coast Parkway,East Coast Park,0.6,29.1,30.1,27.4,7.2,23.8
2017-05-04,2017,5,4,S107,East Coast Parkway,East Coast Park,0.0,29.2,29.9,28.0,10.1,35.3
2017-05-05,2017,5,5,S107,East Coast Parkway,East Coast Park,0.6,29.0,30.4,27.2,8.3,32.4
2017-05-06,2017,5,6,S107,East Coast Parkway,East Coast Park,0.0,28.8,29.9,26.8,10.1,42.1
2017-05-07,2017,5,7,S107,East Coast Parkway,East Coast Park,0.0,28.7,29.9,27.3,11.5,32.8
2017-05-08,2017,5,8,S107,East Coast Parkway,East Coast Park,0.0,28.8,30.0,27.1,13.0,37.1
2017-05-09,2017,5,9,S107,East Coast Parkway,East Coast Park,0.0,29.8,31.3,28.8,13.0,29.5
2017-05-10,2017,5,10,S107,East Coast Parkway,East Coast Park,6.8,28.0,29.8,25.8,8.3,36.7
2017-05-11,2017,5,11,S107,East Coast Parkway,East Coast Park,0.8,28.4,30.0,25.9,13.7,30.2
2017-05-12,2017,5,12,S107,East Coast Parkway,East Coast Park,0.8,28.7,30.1,26.1,10.1,38.5
2017-05-13,2017,5,13,S107,East Coast Parkway,East Coast Park,0.0,29.0,30.1,28.2,10.4,27.4
2017-05-14,2017,5,14,S107,East Coast Parkway,East Coast Park,0.0,29.6,30.7,28.7,14.8,38.9
2017-05-15,2017,5,15,S107,East Coast Parkway,East Coast Park,2.4,28.7,30.1,26.8,13.0,37.4
2017-05-16,2017,5,16,S107,East Coast Parkway,East Coast Park,12.4,29.4,30.7,27.4,14.0,33.5
2017-05-17,2017,5,17,S107,East Coast Parkway,East Coast Park,0.0,30.0,31.5,29.0,16.6,30.6
2017-05-18,2017,5,18,S107,East Coast Parkway,East Coast Park,16.0,29.5,32.5,25.1,14.0,50.4
2017-05-19,2017,5,19,S107,East Coast Parkway,East Coast Park,0.0,29.4,30.4,28.2,12.2,31.3
2017-05-20,2017,5,20,S107,East Coast Parkway,East Coast Park,2.2,29.7,30.8,26.6,12.6,35.3
2017-05-21,2017,5,21,S107,East Coast Parkway,East Coast Park,26.8,28.6,30.4,24.9,14.4,64.4
2017-05-22,2017,5,22,S107,East Coast Parkway,East Coast Park,0.8,28.7,29.8,25.0,13.3,49.0
2017-05-23,2017,5,23,S107,East Coast Parkway,East Coast Park,0.0,29.6,31.6,27.4,14.8,57.2
2017-05-24,2017,5,24,S107,East Coast Parkway,East Coast Park,17.2,27.4,29.9,24.3,11.2,43.6
2017-05-25,2017,5,25,S107,East Coast Parkway,East Coast Park,0.0,28.3,30.3,26.1,10.1,30.2
2017-05-26,2017,5,26,S107,East Coast Parkway,East Coast Park,32.0,27.9,30.1,25.3,11.5,49.7
2017-05-27,2017,5,27,S107,East Coast Parkway,East Coast Park,0.0,28.8,32.7,26.9,7.9,40.7
2017-05-28,2017,5,28,S107,East Coast Parkway,East Coast Park,,29.4,30.3,27.8,14.0,26.3
2017-05-29,2017,5,29,S107,East Coast Parkway,East Coast Park,,29.6,31.0,28.6,14.4,37.4
