station,station_id,year,month,day,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,wind_mean_kmh,wind_max_kmh
Towner Road,S123,2013,1,1,8.0,,,,,
Towner Road,S123,2013,1,2,7.4,,,,,
Towner Road,S123,2013,1,3,0.2,,,,,
Towner Road,S123,2013,1,4,5.8,,,,,
Towner Road,S123,2013,1,5,0.0,,,,,
Towner Road,S123,2013,1,6,0.0,,,,,
Towner Road,S123,2013,1,7,0.0,,,,,
Towner Road,S123,2013,1,8,5.0,,,,,
Towner Road,S123,2013,1,9,5.4,,,,,
Towner Road,S123,2013,1,10,0.2,,,,,
Towner Road,S123,2013,1,11,6.0,,,,,
Towner Road,S123,2013,1,12,56.6,,,,,
Towner Road,S123,2013,1,13,14.8,,,,,
Towner Road,S123,2013,1,14,6.0,,,,,
Towner Road,S123,2013,1,15,8.6,,,,,
Towner Road,S123,2013,1,16,0.2,,,,,
Towner Road,S123,2013,1,17,0.0,,,,,
Towner Road,S123,2013,1,18,60.0,,,,,
Towner Road,S123,2013,1,19,33.6,,,,,
Towner Road,S123,2013,1,20,2.2,,,,,
Towner Road,S123,2013,1,21,2.0,,,,,
Towner Road,S123,2013,1,22,1.0,,,,,
Towner Road,S123,2013,1,23,0.0,,,,,
Towner Road,S123,2013,1,24,11.6,,,,,
Towner Road,S123,2013,1,25,0.0,,,,,
Towner Road,S123,2013,1,26,0.0,,,,,
Towner Road,S123,2013,1,27,0.0,,,,,
Towner Road,S123,2013,1,28,0.0,,,,,
Towner Road,S123,2013,1,29,0.0,,,,,
Towner Road,S123,2013,1,30,0.0,,,,,
Towner Road,S123,2013,1,31,0.0,,,,,
Towner Road,S123,2013,2,1,0.0,,,,,
Towner Road,S123,2013,2,2,0.0,,,,,
Towner Road,S123,2013,2,3,38.4,,,,,
Towner Road,S123,2013,2,4,0.4,,,,,
Towner Road,S123,2013,2,5,17.6,,,,,
Towner Road,S123,2013,2,6,2.4,,,,,
Towner Road,S123,2013,2,7,6.2,,,,,
Towner Road,S123,2013,2,8,30.8,,,,,
Towner Road,S123,2013,2,9,30.2,,,,,
Towner Road,S123,2013,2,10,15.8,,,,,
Towner Road,S123,2013,2,11,1.2,,,,,
Towner Road,S123,2013,2,12,7.2,,,,,
Towner Road,S123,2013,2,13,0.2,,,,,
Towner Road,S123,2013,2,14,57.4,,,,,
Towner Road,S123,2013,2,15,39.4,,,,,
Towner Road,S123,2013,2,16,5.8,,,,,
Towner Road,S123,2013,2,17,0.0,,,,,
Towner Road,S123,2013,2,18,8.4,,,,,
Towner Road,S123,2013,2,19,0.0,,,,,
Towner Road,S123,2013,2,20,0.0,,,,,
Towner Road,S123,2013,2,21,5.6,,,,,
Towner Road,S123,2013,2,22,0.0,,,,,
Towner Road,S123,2013,2,23,0.0,,,,,
Towner Road,S123,2013,2,24,0.0,,,,,
Towner Road,S123,2013,2,25,19.8,,,,,
Towner Road,S123,2013,2,26,16.6,,,,,
Towner Road,S123,2013,2,27,0.4,,,,,
Towner Road,S123,2013,2,28,0.0,,,,,
Towner Road,S123,2013,3,1,0.0,,,,,
Towner Road,S123,2013,3,2,11.4,,,,,
Towner Road,S123,2013,3,3,0.0,,,,,
Towner Road,S123,2013,3,4,1.6,,,,,
Towner Road,S123,2013,3,5,1.6,,,,,
Towner Road,S123,2013,3,6,0.0,,,,,
Towner Road,S123,2013,3,7,0.0,,,,,
Towner Road,S123,2013,3,8,0.0,,,,,
Towner Road,S123,2013,3,9,13.6,,,,,
Towner Road,S123,2013,3,10,5.8,,,,,
Towner Road,S123,2013,3,11,0.0,,,,,
Towner Road,S123,2013,3,12,0.0,,,,,
Towner Road,S123,2013,3,13,1.6,,,,,
Towner Road,S123,2013,3,14,28.8,,,,,
Towner Road,S123,2013,3,15,0.0,,,,,
Towner Road,S123,2013,3,16,0.0,,,,,
Towner Road,S123,2013,3,17,0.8,,,,,
Towner Road,S123,2013,3,18,0.0,,,,,
Towner Road,S123,2013,3,19,0.0,,,,,
Towner Road,S123,2013,3,20,0.0,,,,,
Towner Road,S123,2013,3,21,0.0,,,,,
Towner Road,S123,2013,3,22,36.8,,,,,
Towner Road,S123,2013,3,23,9.4,,,,,
Towner Road,S123,2013,3,24,4.8,,,,,
Towner Road,S123,2013,3,25,20.2,,,,,
Towner Road,S123,2013,3,26,3.4,,,,,
Towner Road,S123,2013,3,27,3.8,,,,,
Towner Road,S123,2013,3,28,0.0,,,,,
Towner Road,S123,2013,3,29,8.4,,,,,
Towner Road,S123,2013,3,30,1.6,,,,,
Towner Road,S123,2013,3,31,2.0,,,,,
Towner Road,S123,2013,4,1,0.8,,,,,
Towner Road,S123,2013,4,2,6.2,,,,,
Towner Road,S123,2013,4,3,12.2,,,,,
Towner Road,S123,2013,4,4,0.2,,,,,
Towner Road,S123,2013,4,5,0.0,,,,,
Towner Road,S123,2013,4,6,11.0,,,,,
Towner Road,S123,2013,4,7,0.0,,,,,
Towner Road,S123,2013,4,8,4.8,,,,,
Towner Road,S123,2013,4,9,4.6,,,,,
Towner Road,S123,2013,4,10,0.2,,,,,
Towner Road,S123,2013,4,11,0.0,,,,,
Towner Road,S123,2013,4,12,0.0,,,,,
Towner Road,S123,2013,4,13,25.4,,,,,
Towner Road,S123,2013,4,14,0.2,,,,,
Towner Road,S123,2013,4,15,0.0,,,,,
Towner Road,S123,2013,4,16,83.0,,,,,
Towner Road,S123,2013,4,17,1.2,,,,,
Towner Road,S123,2013,4,18,1.6,,,,,
Towner Road,S123,2013,4,19,1.4,,,,,
Towner Road,S123,2013,4,20,0.0,,,,,
Towner Road,S123,2013,4,21,22.0,,,,,
Towner Road,S123,2013,4,22,0.0,,,,,
