station,station_id,year,month,day,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,wind_mean_kmh,wind_max_kmh
Poole Road,S78,2013,1,1,4.2,,,,,
Poole Road,S78,2013,1,2,25.8,,,,,
Poole Road,S78,2013,1,3,4.0,,,,,
Poole Road,S78,2013,1,4,0.6,,,,,
Poole Road,S78,2013,1,5,0.0,,,,,
Poole Road,S78,2013,1,6,0.0,,,,,
Poole Road,S78,2013,1,7,0.0,,,,,
Poole Road,S78,2013,1,8,3.0,,,,,
Poole Road,S78,2013,1,9,3.8,,,,,
Poole Road,S78,2013,1,10,0.2,,,,,
Poole Road,S78,2013,1,11,11.6,,,,,
Poole Road,S78,2013,1,12,24.8,,,,,
Poole Road,S78,2013,1,13,20.2,,,,,
Poole Road,S78,2013,1,14,0.6,,,,,
Poole Road,S78,2013,1,15,1.8,,,,,
Poole Road,S78,2013,1,16,0.0,,,,,
Poole Road,S78,2013,1,17,0.0,,,,,
Poole Road,S78,2013,1,18,56.6,,,,,
Poole Road,S78,2013,1,19,40.8,,,,,
Poole Road,S78,2013,1,20,3.4,,,,,
Poole Road,S78,2013,1,21,1.6,,,,,
Poole Road,S78,2013,1,22,0.8,,,,,
Poole Road,S78,2013,1,23,0.0,,,,,
Poole Road,S78,2013,1,24,1.6,,,,,
Poole Road,S78,2013,1,25,0.0,,,,,
Poole Road,S78,2013,1,26,0.0,,,,,
Poole Road,S78,2013,1,27,0.0,,,,,
Poole Road,S78,2013,1,28,0.0,,,,,
Poole Road,S78,2013,1,29,0.0,,,,,
Poole Road,S78,2013,1,30,0.0,,,,,
Poole Road,S78,2013,1,31,0.0,,,,,
Poole Road,S78,2013,2,1,0.0,,,,,
Poole Road,S78,2013,2,2,0.0,,,,,
Poole Road,S78,2013,2,3,24.8,,,,,
Poole Road,S78,2013,2,4,0.2,,,,,
Poole Road,S78,2013,2,5,11.4,,,,,
Poole Road,S78,2013,2,6,7.0,,,,,
Poole Road,S78,2013,2,7,0.6,,,,,
Poole Road,S78,2013,2,8,36.2,,,,,
Poole Road,S78,2013,2,9,2.6,,,,,
Poole Road,S78,2013,2,10,37.2,,,,,
Poole Road,S78,2013,2,11,4.0,,,,,
Poole Road,S78,2013,2,12,2.0,,,,,
Poole Road,S78,2013,2,13,4.0,,,,,
Poole Road,S78,2013,2,14,63.8,,,,,
Poole Road,S78,2013,2,15,18.4,,,,,
Poole Road,S78,2013,2,16,3.4,,,,,
Poole Road,S78,2013,2,17,0.0,,,,,
Poole Road,S78,2013,2,18,13.6,,,,,
Poole Road,S78,2013,2,19,0.0,,,,,
Poole Road,S78,2013,2,20,0.0,,,,,
Poole Road,S78,2013,2,21,8.6,,,,,
Poole Road,S78,2013,2,22,0.0,,,,,
Poole Road,S78,2013,2,23,0.0,,,,,
Poole Road,S78,2013,2,24,0.0,,,,,
Poole Road,S78,2013,2,25,15.0,,,,,
Poole Road,S78,2013,2,26,10.0,,,,,
Poole Road,S78,2013,2,27,0.2,,,,,
Poole Road,S78,2013,2,28,0.0,,,,,
Poole Road,S78,2013,3,1,0.0,,,,,
Poole Road,S78,2013,3,2,32.2,,,,,
Poole Road,S78,2013,3,3,0.0,,,,,
Poole Road,S78,2013,3,4,0.2,,,,,
Poole Road,S78,2013,3,5,0.6,,,,,
Poole Road,S78,2013,3,6,0.0,,,,,
Poole Road,S78,2013,3,7,0.0,,,,,
Poole Road,S78,2013,3,8,0.0,,,,,
Poole Road,S78,2013,3,9,7.8,,,,,
Poole Road,S78,2013,3,10,15.0,,,,,
Poole Road,S78,2013,3,11,0.0,,,,,
