station,station_id,year,month,day,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,wind_mean_kmh,wind_max_kmh
Jurong Pier Road,S33,2013,1,1,2.0,,,,,
Jurong Pier Road,S33,2013,1,2,7.0,,,,,
Jurong Pier Road,S33,2013,1,3,1.2,,,,,
Jurong Pier Road,S33,2013,1,4,0.2,,,,,
Jurong Pier Road,S33,2013,1,5,0.0,,,,,
Jurong Pier Road,S33,2013,1,6,0.0,,,,,
Jurong Pier Road,S33,2013,1,7,0.0,,,,,
Jurong Pier Road,S33,2013,1,8,1.2,,,,,
Jurong Pier Road,S33,2013,1,9,1.0,,,,,
Jurong Pier Road,S33,2013,1,10,0.8,,,,,
Jurong Pier Road,S33,2013,1,11,32.8,,,,,
Jurong Pier Road,S33,2013,1,12,0.0,,,,,
Jurong Pier Road,S33,2013,1,13,0.0,,,,,
Jurong Pier Road,S33,2013,1,14,33.4,,,,,
Jurong Pier Road,S33,2013,1,15,0.4,,,,,
Jurong Pier Road,S33,2013,1,16,0.0,,,,,
Jurong Pier Road,S33,2013,1,17,0.0,,,,,
Jurong Pier Road,S33,2013,1,18,45.4,,,,,
Jurong Pier Road,S33,2013,1,19,16.2,,,,,
Jurong Pier Road,S33,2013,1,20,7.0,,,,,
Jurong Pier Road,S33,2013,1,21,0.6,,,,,
Jurong Pier Road,S33,2013,1,22,0.6,,,,,
Jurong Pier Road,S33,2013,1,23,0.0,,,,,
Jurong Pier Road,S33,2013,1,24,3.6,,,,,
Jurong Pier Road,S33,2013,1,25,0.2,,,,,
Jurong Pier Road,S33,2013,1,26,0.0,,,,,
Jurong Pier Road,S33,2013,1,27,1.8,,,,,
Jurong Pier Road,S33,2013,1,28,0.0,,,,,
Jurong Pier Road,S33,2013,1,29,0.0,,,,,
Jurong Pier Road,S33,2013,1,30,0.0,,,,,
Jurong Pier Road,S33,2013,1,31,0.0,,,,,
Jurong Pier Road,S33,2013,2,1,2.6,,,,,
Jurong Pier Road,S33,2013,2,2,0.0,,,,,
Jurong Pier Road,S33,2013,2,3,38.8,,,,,
Jurong Pier Road,S33,2013,2,4,0.2,,,,,
Jurong Pier Road,S33,2013,2,5,72.8,,,,,
Jurong Pier Road,S33,2013,2,6,84.2,,,,,
Jurong Pier Road,S33,2013,2,7,18.6,,,,,
Jurong Pier Road,S33,2013,2,8,46.2,,,,,
