station,station_id,year,month,day,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,wind_mean_kmh,wind_max_kmh
Prince Edward Road,S72,2013,1,1,6.0,,,,,
Prince Edward Road,S72,2013,1,2,1.0,,,,,
Prince Edward Road,S72,2013,1,3,2.2,,,,,
Prince Edward Road,S72,2013,1,4,12.4,,,,,
Prince Edward Road,S72,2013,1,5,0.0,,,,,
Prince Edward Road,S72,2013,1,6,0.0,,,,,
Prince Edward Road,S72,2013,1,7,0.0,,,,,
Prince Edward Road,S72,2013,1,8,18.8,,,,,
Prince Edward Road,S72,2013,1,9,7.8,,,,,
Prince Edward Road,S72,2013,1,10,0.2,,,,,
Prince Edward Road,S72,2013,1,11,24.0,,,,,
Prince Edward Road,S72,2013,1,12,15.8,,,,,
Prince Edward Road,S72,2013,1,13,0.0,,,,,
Prince Edward Road,S72,2013,1,14,12.6,,,,,
Prince Edward Road,S72,2013,1,15,9.8,,,,,
Prince Edward Road,S72,2013,1,16,0.4,,,,,
Prince Edward Road,S72,2013,1,17,0.0,,,,,
Prince Edward Road,S72,2013,1,18,62.4,,,,,
Prince Edward Road,S72,2013,1,19,30.0,,,,,
Prince Edward Road,S72,2013,1,20,1.6,,,,,
Prince Edward Road,S72,2013,1,21,3.0,,,,,
Prince Edward Road,S72,2013,1,22,0.6,,,,,
Prince Edward Road,S72,2013,1,23,0.0,,,,,
Prince Edward Road,S72,2013,1,24,1.6,,,,,
Prince Edward Road,S72,2013,1,25,0.0,,,,,
Prince Edward Road,S72,2013,1,26,0.0,,,,,
Prince Edward Road,S72,2013,1,27,0.0,,,,,
Prince Edward Road,S72,2013,1,28,0.0,,,,,
Prince Edward Road,S72,2013,1,29,0.0,,,,,
Prince Edward Road,S72,2013,1,30,0.0,,,,,
Prince Edward Road,S72,2013,1,31,0.0,,,,,
Prince Edward Road,S72,2013,2,1,0.0,,,,,
Prince Edward Road,S72,2013,2,2,0.0,,,,,
Prince Edward Road,S72,2013,2,3,47.4,,,,,
Prince Edward Road,S72,2013,2,4,0.0,,,,,
Prince Edward Road,S72,2013,2,5,39.6,,,,,
Prince Edward Road,S72,2013,2,6,21.6,,,,,
Prince Edward Road,S72,2013,2,7,9.4,,,,,
Prince Edward Road,S72,2013,2,8,34.2,,,,,
