station,station_id,year,month,day,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,wind_mean_kmh,wind_max_kmh
International Road,S63,2013,1,1,1.8,,,,,
International Road,S63,2013,1,2,14.2,,,,,
International Road,S63,2013,1,3,0.4,,,,,
International Road,S63,2013,1,4,0.2,,,,,
International Road,S63,2013,1,5,0.0,,,,,
International Road,S63,2013,1,6,0.0,,,,,
International Road,S63,2013,1,7,0.0,,,,,
International Road,S63,2013,1,8,2.2,,,,,
International Road,S63,2013,1,9,1.4,,,,,
International Road,S63,2013,1,10,0.4,,,,,
International Road,S63,2013,1,11,25.8,,,,,
International Road,S63,2013,1,12,0.0,,,,,
International Road,S63,2013,1,13,0.6,,,,,
International Road,S63,2013,1,14,34.0,,,,,
International Road,S63,2013,1,15,5.4,,,,,
International Road,S63,2013,1,16,0.0,,,,,
International Road,S63,2013,1,17,0.0,,,,,
International Road,S63,2013,1,18,48.6,,,,,
International Road,S63,2013,1,19,17.6,,,,,
International Road,S63,2013,1,20,5.0,,,,,
International Road,S63,2013,1,21,0.4,,,,,
International Road,S63,2013,1,22,0.6,,,,,
International Road,S63,2013,1,23,0.0,,,,,
International Road,S63,2013,1,24,4.4,,,,,
International Road,S63,2013,1,25,0.0,,,,,
International Road,S63,2013,1,26,0.0,,,,,
International Road,S63,2013,1,27,0.6,,,,,
International Road,S63,2013,1,28,0.0,,,,,
International Road,S63,2013,1,29,0.0,,,,,
International Road,S63,2013,1,30,0.0,,,,,
International Road,S63,2013,1,31,0.4,,,,,
International Road,S63,2013,2,1,3.4,,,,,
International Road,S63,2013,2,2,0.4,,,,,
International Road,S63,2013,2,3,27.4,,,,,
International Road,S63,2013,2,4,0.8,,,,,
International Road,S63,2013,2,5,69.6,,,,,
International Road,S63,2013,2,6,55.4,,,,,
International Road,S63,2013,2,7,24.8,,,,,
International Road,S63,2013,2,8,33.8,,,,,
International Road,S63,2013,2,9,3.8,,,,,
International Road,S63,2013,2,10,34.0,,,,,
International Road,S63,2013,2,11,3.6,,,,,
International Road,S63,2013,2,12,2.0,,,,,
International Road,S63,2013,2,13,1.2,,,,,
International Road,S63,2013,2,14,20.6,,,,,
International Road,S63,2013,2,15,5.2,,,,,
International Road,S63,2013,2,16,16.4,,,,,
International Road,S63,2013,2,17,4.2,,,,,
International Road,S63,2013,2,18,20.8,,,,,
International Road,S63,2013,2,19,3.4,,,,,
International Road,S63,2013,2,20,9.4,,,,,
International Road,S63,2013,2,21,0.0,,,,,
International Road,S63,2013,2,22,0.0,,,,,
International Road,S63,2013,2,23,0.0,,,,,
International Road,S63,2013,2,24,0.0,,,,,
International Road,S63,2013,2,25,1.0,,,,,
International Road,S63,2013,2,26,10.0,,,,,
International Road,S63,2013,2,27,0.0,,,,,
International Road,S63,2013,2,28,0.0,,,,,
International Road,S63,2013,3,1,0.0,,,,,
International Road,S63,2013,3,2,1.2,,,,,
International Road,S63,2013,3,3,0.0,,,,,
International Road,S63,2013,3,4,0.0,,,,,
International Road,S63,2013,3,5,2.6,,,,,
International Road,S63,2013,3,6,0.0,,,,,
International Road,S63,2013,3,7,1.0,,,,,
International Road,S63,2013,3,8,11.5,,,,,
International Road,S63,2013,3,9,41.0,,,,,
International Road,S63,2013,3,10,8.5,,,,,
International Road,S63,2013,3,11,9.8,,,,,
International Road,S63,2013,3,12,0.0,,,,,
International Road,S63,2013,3,13,5.4,,,,,
International Road,S63,2013,3,14,26.8,,,,,
International Road,S63,2013,3,15,0.0,,,,,
International Road,S63,2013,3,16,0.0,,,,,
International Road,S63,2013,3,17,2.8,,,,,
International Road,S63,2013,3,18,1.4,,,,,
International Road,S63,2013,3,19,0.4,,,,,
International Road,S63,2013,3,20,0.0,,,,,
International Road,S63,2013,3,21,0.8,,,,,
International Road,S63,2013,3,22,1.6,,,,,
International Road,S63,2013,3,23,1.2,,,,,
International Road,S63,2013,3,24,9.4,,,,,
International Road,S63,2013,3,25,10.6,,,,,
International Road,S63,2013,3,26,0.8,,,,,
International Road,S63,2013,3,27,24.4,,,,,
International Road,S63,2013,3,28,41.2,,,,,
International Road,S63,2013,3,29,4.2,,,,,
International Road,S63,2013,3,30,21.8,,,,,
