station,station_id,year,month,day,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,wind_mean_kmh,wind_max_kmh
West Coast Highway,S116,2013,1,1,0.2,27.3,31.2,24.2,7.4,25.6
West Coast Highway,S116,2013,1,2,1.0,26.9,30.7,24.6,11.4,55.4
West Coast Highway,S116,2013,1,3,0.0,27.5,30.8,25.7,9.1,30.2
West Coast Highway,S116,2013,1,4,1.0,27.6,31.3,25.6,11.5,31.7
West Coast Highway,S116,2013,1,5,0.0,28.4,31.1,26.1,12.4,38.5
West Coast Highway,S116,2013,1,6,0.0,28.8,32.0,26.2,11.0,40.7
West Coast Highway,S116,2013,1,7,0.0,29.7,33.4,26.8,13.8,50.8
West Coast Highway,S116,2013,1,8,2.4,28.0,31.7,25.6,14.5,60.1
West Coast Highway,S116,2013,1,9,0.4,27.4,30.5,25.8,14.0,60.8
West Coast Highway,S116,2013,1,10,0.2,27.7,30.6,25.4,11.2,31.7
West Coast Highway,S116,2013,1,11,20.8,27.6,32.1,23.9,14.0,74.2
West Coast Highway,S116,2013,1,12,0.2,27.7,31.5,25.9,10.3,33.5
West Coast Highway,S116,2013,1,13,0.8,27.3,30.3,25.9,10.1,26.6
West Coast Highway,S116,2013,1,14,14.6,27.3,31.6,24.3,13.0,45.0
West Coast Highway,S116,2013,1,15,6.2,27.4,31.2,25.7,13.8,48.6
West Coast Highway,S116,2013,1,16,2.4,27.5,30.3,25.8,14.9,51.1
West Coast Highway,S116,2013,1,17,0.0,27.8,31.1,25.6,17.8,43.6
West Coast Highway,S116,2013,1,18,46.6,27.3,32.3,24.7,15.3,37.1
West Coast Highway,S116,2013,1,19,16.6,24.2,25.4,22.7,12.6,33.8
West Coast Highway,S116,2013,1,20,0.4,25.2,26.8,24.2,10.8,32.4
West Coast Highway,S116,2013,1,21,0.6,27.4,31.3,24.6,12.1,35.6
West Coast Highway,S116,2013,1,22,0.4,26.5,28.5,24.7,13.2,34.6
West Coast Highway,S116,2013,1,23,0.0,27.8,31.5,25.6,13.6,37.1
West Coast Highway,S116,2013,1,24,1.8,27.5,30.9,26.0,12.8,33.8
West Coast Highway,S116,2013,1,25,0.0,27.7,31.3,25.5,13.7,38.9
West Coast Highway,S116,2013,1,26,0.0,28.0,31.9,25.9,14.0,35.3
West Coast Highway,S116,2013,1,27,0.0,27.8,32.0,25.7,14.3,38.9
West Coast Highway,S116,2013,1,28,0.0,27.8,31.2,25.6,14.3,35.6
West Coast Highway,S116,2013,1,29,0.0,27.8,31.5,25.5,16.6,41.0
West Coast Highway,S116,2013,1,30,0.0,28.1,32.3,25.6,16.0,38.5
West Coast Highway,S116,2013,1,31,0.0,28.1,31.7,25.8,14.2,38.5
West Coast Highway,S116,2013,2,1,0.0,28.2,31.7,26.1,16.1,45.0
West Coast Highway,S116,2013,2,2,0.0,28.6,33.5,26.0,15.4,46.1
West Coast Highway,S116,2013,2,3,51.2,26.5,29.1,24.4,9.9,44.6
West Coast Highway,S116,2013,2,4,0.6,27.2,29.7,25.0,9.7,27.7
West Coast Highway,S116,2013,2,5,83.2,,29.9,22.9,9.3,41.0
West Coast Highway,S116,2013,2,6,43.4,25.9,29.1,23.3,7.9,36.4
West Coast Highway,S116,2013,2,7,70.0,26.4,31.7,23.8,8.6,47.5
West Coast Highway,S116,2013,2,8,41.8,26.0,29.0,23.3,7.3,62.6
West Coast Highway,S116,2013,2,9,10.4,26.5,31.0,24.4,7.2,36.0
West Coast Highway,S116,2013,2,10,14.6,25.1,26.5,23.0,10.9,39.2
West Coast Highway,S116,2013,2,11,0.0,26.2,29.4,24.4,9.4,34.6
West Coast Highway,S116,2013,2,12,16.2,26.5,29.1,24.4,9.5,28.4
West Coast Highway,S116,2013,2,13,2.0,27.3,30.6,24.9,10.5,34.9
West Coast Highway,S116,2013,2,14,22.0,25.4,27.5,23.9,8.1,32.0
West Coast Highway,S116,2013,2,15,9.4,25.8,29.9,24.1,10.5,40.3
West Coast Highway,S116,2013,2,16,23.2,26.0,30.7,24.7,9.2,30.2
West Coast Highway,S116,2013,2,17,0.0,25.5,26.4,24.8,9.6,29.5
West Coast Highway,S116,2013,2,18,1.4,26.8,31.5,24.9,10.9,31.7
West Coast Highway,S116,2013,2,19,4.2,26.5,28.0,25.5,11.5,29.2
West Coast Highway,S116,2013,2,20,0.0,27.6,31.2,25.7,10.1,28.8
West Coast Highway,S116,2013,2,21,1.2,27.1,29.0,25.5,10.1,33.8
West Coast Highway,S116,2013,2,22,0.0,28.1,32.5,25.4,15.5,39.2
West Coast Highway,S116,2013,2,23,0.0,28.5,32.3,25.4,16.9,42.1
West Coast Highway,S116,2013,2,24,0.0,28.3,30.8,26.0,16.3,43.6
West Coast Highway,S116,2013,2,25,1.4,27.6,30.5,25.6,13.6,52.6
West Coast Highway,S116,2013,2,26,57.4,27.0,30.5,24.7,11.4,39.6
West Coast Highway,S116,2013,2,27,5.4,27.5,31.2,25.4,9.1,26.3
West Coast Highway,S116,2013,2,28,0.0,28.5,31.5,26.1,8.8,22.7
West Coast Highway,S116,2013,3,1,0.0,28.6,32.4,26.3,11.1,31.3
West Coast Highway,S116,2013,3,2,3.0,28.3,33.4,26.2,11.4,29.9
West Coast Highway,S116,2013,3,3,0.0,28.5,32.5,26.4,15.8,42.8
West Coast Highway,S116,2013,3,4,0.0,28.6,32.3,25.9,14.8,47.2
West Coast Highway,S116,2013,3,5,0.0,28.2,31.6,26.1,13.8,40.3
West Coast Highway,S116,2013,3,6,0.0,28.2,31.2,26.2,13.5,40.7
West Coast Highway,S116,2013,3,7,5.8,28.3,32.5,26.0,11.4,36.7
West Coast Highway,S116,2013,3,8,2.0,28.3,32.2,25.7,15.5,44.3
West Coast Highway,S116,2013,3,9,15.0,27.5,32.3,24.4,10.5,65.5
West Coast Highway,S116,2013,3,10,25.2,27.5,32.9,23.7,9.5,58.3
West Coast Highway,S116,2013,3,11,0.0,28.1,31.5,25.9,10.6,29.2
West Coast Highway,S116,2013,3,12,0.0,28.3,31.3,25.6,10.2,27.0
West Coast Highway,S116,2013,3,13,1.6,28.0,31.5,25.9,9.3,30.6
West Coast Highway,S116,2013,3,14,4.8,27.8,32.6,25.9,10.6,30.2
West Coast Highway,S116,2013,3,15,0.0,28.9,33.2,25.9,9.9,32.8
West Coast Highway,S116,2013,3,16,0.0,28.9,32.9,26.5,10.5,29.5
West Coast Highway,S116,2013,3,17,16.0,27.9,30.8,25.1,9.4,29.2
West Coast Highway,S116,2013,3,18,0.0,28.8,32.8,26.0,9.7,27.0
West Coast Highway,S116,2013,3,19,1.6,28.9,33.0,26.5,9.7,26.3
West Coast Highway,S116,2013,3,20,0.0,29.1,32.0,26.8,7.4,23.8
West Coast Highway,S116,2013,3,21,0.0,29.7,32.9,28.0,9.9,24.5
West Coast Highway,S116,2013,3,22,0.4,29.0,31.2,27.7,9.0,27.4
West Coast Highway,S116,2013,3,23,4.2,28.8,32.5,26.5,7.1,38.2
West Coast Highway,S116,2013,3,24,0.0,29.0,32.5,27.1,7.3,23.0
West Coast Highway,S116,2013,3,25,39.6,28.7,31.2,26.5,9.0,32.0
West Coast Highway,S116,2013,3,26,0.0,28.4,30.5,23.3,9.1,66.6
West Coast Highway,S116,2013,3,27,0.6,29.1,30.9,27.6,9.2,29.9
West Coast Highway,S116,2013,3,28,0.0,29.3,31.9,27.5,8.1,24.5
West Coast Highway,S116,2013,3,29,9.4,28.5,31.4,26.5,7.4,25.6
West Coast Highway,S116,2013,3,30,0.0,29.1,32.8,27.1,7.2,22.7
West Coast Highway,S116,2013,3,31,6.6,29.3,32.7,25.8,6.4,39.6
West Coast Highway,S116,2013,4,1,0.0,28.9,33.6,26.9,8.0,29.9
West Coast Highway,S116,2013,4,2,15.2,29.1,33.5,26.1,6.7,42.8
West Coast Highway,S116,2013,4,3,0.0,28.7,30.9,26.4,10.0,33.1
West Coast Highway,S116,2013,4,4,33.6,28.5,31.1,26.7,9.2,33.8
West Coast Highway,S116,2013,4,5,8.0,29.1,31.6,24.5,13.0,41.8
West Coast Highway,S116,2013,4,6,17.0,28.2,30.3,24.4,15.2,70.2
West Coast Highway,S116,2013,4,7,0.0,28.4,29.6,26.3,15.1,70.9
West Coast Highway,S116,2013,4,8,1.0,28.8,31.4,26.0,9.1,51.5
West Coast Highway,S116,2013,4,9,18.4,28.5,30.6,24.9,6.3,37.1
West Coast Highway,S116,2013,4,10,0.0,29.0,31.3,27.5,9.1,29.2
West Coast Highway,S116,2013,4,11,0.0,28.2,30.5,26.2,9.8,28.1
West Coast Highway,S116,2013,4,12,0.0,29.1,31.8,26.7,9.7,25.6
West Coast Highway,S116,2013,4,13,20.6,29.8,33.4,24.9,8.7,64.1
West Coast Highway,S116,2013,4,14,0.0,27.3,29.0,21.8,8.8,66.6
West Coast Highway,S116,2013,4,15,0.0,29.3,32.3,26.8,10.3,31.3
West Coast Highway,S116,2013,4,16,54.6,30.0,33.1,27.9,8.8,27.7
West Coast Highway,S116,2013,4,17,0.4,28.8,30.5,23.9,15.3,61.9
West Coast Highway,S116,2013,4,18,1.6,30.3,32.2,28.5,13.7,39.6
West Coast Highway,S116,2013,4,19,5.8,27.8,30.2,23.8,7.5,65.9
West Coast Highway,S116,2013,4,20,0.0,29.8,31.8,27.5,9.6,24.1
West Coast Highway,S116,2013,4,21,13.0,27.8,32.0,23.7,10.2,79.2
West Coast Highway,S116,2013,4,22,0.0,28.5,31.7,25.3,10.8,36.0
West Coast Highway,S116,2013,4,23,19.2,28.6,31.6,25.0,8.2,45.4
West Coast Highway,S116,2013,4,24,0.0,28.7,30.9,25.1,8.8,36.7
West Coast Highway,S116,2013,4,25,21.6,29.6,32.3,27.3,7.8,22.0
West Coast Highway,S116,2013,4,26,0.6,27.7,30.1,24.0,7.5,61.9
West Coast Highway,S116,2013,4,27,12.6,28.8,31.5,26.2,8.2,24.8
West Coast Highway,S116,2013,4,28,3.6,27.1,28.2,24.6,7.0,31.0
West Coast Highway,S116,2013,4,29,0.0,28.9,31.3,26.4,9.2,34.9
West Coast Highway,S116,2013,4,30,0.0,29.7,32.3,27.6,7.9,24.8
West Coast Highway,S116,2013,5,1,0.6,29.0,30.6,27.7,8.9,35.6
West Coast Highway,S116,2013,5,2,0.0,29.4,31.8,27.6,7.8,28.1
West Coast Highway,S116,2013,5,3,75.0,28.8,30.7,24.8,7.8,39.6
West Coast Highway,S116,2013,5,4,0.0,29.2,31.9,24.3,8.4,25.9
West Coast Highway,S116,2013,5,5,0.0,28.7,31.4,26.6,7.7,32.8
West Coast Highway,S116,2013,5,6,0.0,29.0,32.5,27.0,7.1,23.8
West Coast Highway,S116,2013,5,7,3.2,27.9,31.1,25.1,8.4,36.0
West Coast Highway,S116,2013,5,8,1.0,28.2,30.9,26.4,7.8,37.8
West Coast Highway,S116,2013,5,9,0.0,28.7,31.7,26.1,7.8,33.5
West Coast Highway,S116,2013,5,10,3.0,29.4,33.2,25.8,8.0,37.1
