station,station_id,year,month,day,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,wind_mean_kmh,wind_max_kmh
Yishun Avenue 5,S91,2013,1,1,0.6,,,,,
Yishun Avenue 5,S91,2013,1,2,34.8,,,,,
Yishun Avenue 5,S91,2013,1,3,4.8,,,,,
Yishun Avenue 5,S91,2013,1,4,0.0,,,,,
Yishun Avenue 5,S91,2013,1,5,0.0,,,,,
Yishun Avenue 5,S91,2013,1,6,0.0,,,,,
Yishun Avenue 5,S91,2013,1,7,0.0,,,,,
Yishun Avenue 5,S91,2013,1,8,36.8,,,,,
Yishun Avenue 5,S91,2013,1,9,40.2,,,,,
Yishun Avenue 5,S91,2013,1,10,0.0,,,,,
Yishun Avenue 5,S91,2013,1,11,0.0,,,,,
Yishun Avenue 5,S91,2013,1,12,1.0,,,,,
Yishun Avenue 5,S91,2013,1,13,11.4,,,,,
Yishun Avenue 5,S91,2013,1,14,11.2,,,,,
Yishun Avenue 5,S91,2013,1,15,3.8,,,,,
Yishun Avenue 5,S91,2013,1,16,1.0,,,,,
Yishun Avenue 5,S91,2013,1,17,0.0,,,,,
Yishun Avenue 5,S91,2013,1,18,73.4,,,,,
Yishun Avenue 5,S91,2013,1,19,40.8,,,,,
Yishun Avenue 5,S91,2013,1,20,11.8,,,,,
Yishun Avenue 5,S91,2013,1,21,3.8,,,,,
Yishun Avenue 5,S91,2013,1,22,1.6,,,,,
Yishun Avenue 5,S91,2013,1,23,0.0,,,,,
Yishun Avenue 5,S91,2013,1,24,0.0,,,,,
Yishun Avenue 5,S91,2013,1,25,0.0,,,,,
Yishun Avenue 5,S91,2013,1,26,0.0,,,,,
Yishun Avenue 5,S91,2013,1,27,0.0,,,,,
Yishun Avenue 5,S91,2013,1,28,0.0,,,,,
Yishun Avenue 5,S91,2013,1,29,0.0,,,,,
Yishun Avenue 5,S91,2013,1,30,0.0,,,,,
Yishun Avenue 5,S91,2013,1,31,0.0,,,,,
Yishun Avenue 5,S91,2013,2,1,0.0,,,,,
Yishun Avenue 5,S91,2013,2,2,0.0,,,,,
Yishun Avenue 5,S91,2013,2,3,45.2,,,,,
Yishun Avenue 5,S91,2013,2,4,1.0,,,,,
Yishun Avenue 5,S91,2013,2,5,0.2,,,,,
Yishun Avenue 5,S91,2013,2,6,15.4,,,,,
Yishun Avenue 5,S91,2013,2,7,3.6,,,,,
Yishun Avenue 5,S91,2013,2,8,37.8,,,,,
Yishun Avenue 5,S91,2013,2,9,43.8,,,,,
Yishun Avenue 5,S91,2013,2,10,8.8,,,,,
Yishun Avenue 5,S91,2013,2,11,2.0,,,,,
Yishun Avenue 5,S91,2013,2,12,7.8,,,,,
Yishun Avenue 5,S91,2013,2,13,3.2,,,,,
Yishun Avenue 5,S91,2013,2,14,65.2,,,,,
Yishun Avenue 5,S91,2013,2,15,40.6,,,,,
Yishun Avenue 5,S91,2013,2,16,4.0,,,,,
Yishun Avenue 5,S91,2013,2,17,1.8,,,,,
Yishun Avenue 5,S91,2013,2,18,8.0,,,,,
Yishun Avenue 5,S91,2013,2,19,0.4,,,,,
Yishun Avenue 5,S91,2013,2,20,0.0,,,,,
Yishun Avenue 5,S91,2013,2,21,0.4,,,,,
Yishun Avenue 5,S91,2013,2,22,0.0,,,,,
Yishun Avenue 5,S91,2013,2,23,0.0,,,,,
Yishun Avenue 5,S91,2013,2,24,0.0,,,,,
Yishun Avenue 5,S91,2013,2,25,64.2,,,,,
Yishun Avenue 5,S91,2013,2,26,27.2,,,,,
Yishun Avenue 5,S91,2013,2,27,1.8,,,,,
Yishun Avenue 5,S91,2013,2,28,8.6,,,,,
Yishun Avenue 5,S91,2013,3,1,0.0,,,,,
Yishun Avenue 5,S91,2013,3,2,23.8,,,,,
Yishun Avenue 5,S91,2013,3,3,0.0,,,,,
Yishun Avenue 5,S91,2013,3,4,0.0,,,,,
Yishun Avenue 5,S91,2013,3,5,0.2,,,,,
Yishun Avenue 5,S91,2013,3,6,0.0,,,,,
Yishun Avenue 5,S91,2013,3,7,0.0,,,,,
Yishun Avenue 5,S91,2013,3,8,0.0,,,,,
Yishun Avenue 5,S91,2013,3,9,0.6,,,,,
Yishun Avenue 5,S91,2013,3,10,2.2,,,,,
Yishun Avenue 5,S91,2013,3,11,0.0,,,,,
Yishun Avenue 5,S91,2013,3,12,0.0,,,,,
Yishun Avenue 5,S91,2013,3,13,5.6,,,,,
Yishun Avenue 5,S91,2013,3,14,0.0,,,,,
Yishun Avenue 5,S91,2013,3,15,0.0,,,,,
Yishun Avenue 5,S91,2013,3,16,0.0,,,,,
Yishun Avenue 5,S91,2013,3,17,29.0,,,,,
Yishun Avenue 5,S91,2013,3,18,0.0,,,,,
Yishun Avenue 5,S91,2013,3,19,0.0,,,,,
Yishun Avenue 5,S91,2013,3,20,0.0,,,,,
Yishun Avenue 5,S91,2013,3,21,0.0,,,,,
Yishun Avenue 5,S91,2013,3,22,5.2,,,,,
Yishun Avenue 5,S91,2013,3,23,10.2,,,,,
Yishun Avenue 5,S91,2013,3,24,2.4,,,,,
Yishun Avenue 5,S91,2013,3,25,2.8,,,,,
Yishun Avenue 5,S91,2013,3,26,0.0,,,,,
Yishun Avenue 5,S91,2013,3,27,0.4,,,,,
Yishun Avenue 5,S91,2013,3,28,3.6,,,,,
Yishun Avenue 5,S91,2013,3,29,56.8,,,,,
Yishun Avenue 5,S91,2013,3,30,51.2,,,,,
Yishun Avenue 5,S91,2013,3,31,25.6,,,,,
Yishun Avenue 5,S91,2013,4,1,26.6,,,,,
Yishun Avenue 5,S91,2013,4,2,8.4,,,,,
Yishun Avenue 5,S91,2013,4,3,1.0,,,,,
